2180236031	3450614659	65535	25	6	4294967295	392
107821863	218391296	0	443	6	0	593
383434813	4294967295	0	65535	6	4294967295	5401
3892314112	2353467520	0	0	255	4294967295	6262
663093247	4210229764	0	68	6	4294967295	746
3549757440	1539129344	65535	0	255	4294967295	5747
3944801244	2353368192	0	0	0	0	2576
697958399	4193649054	65535	65535	6	0	3219
0	865002271	0	0	255	0	6676
634519551	4146590319	0	80	6	0	1242
3249433599	4294967295	65535	65535	6	268439552	6372
2455804415	553648128	0	65535	255	4294967295	4695
1323433984	163787942	0	0	255	4294967295	3724
1709965311	107861503	65535	65535	0	4294967295	5283
1653636701	2147483647	65535	25	6	0	2630
4279238655	2227790080	65535	65535	0	0	5628
3167748095	2994631808	65535	65535	6	512	4185
2806349823	3105757515	0	0	0	0	3579
1505558528	1677162461	0	135	6	268439552	874
4294967295	1028235264	0	65535	255	4294967295	7385
2042181248	4082892799	65535	0	255	0	5342
2432557055	4294967295	0	0	0	4294967295	7344
177471488	800588736	0	65535	255	0	5031
4209770495	1893104778	65535	5729	17	4294967295	1346
3749052415	1557511906	0	139	6	0	1282
2253785062	4294967295	65535	1025	6	4294967295	5094
4265321922	3287196051	65535	0	0	0	1719
0	4294967295	65535	0	6	512	7540
1749481116	3945791488	65535	0	0	0	4952
353760237	707788800	0	0	255	0	4306
2222981120	2882836274	0	65535	0	0	4766
1538260992	3746321852	65535	0	0	0	4477
4186963967	1933315756	65535	65535	0	4294967295	4900
1505591505	1677162239	65535	65535	88	0	1739
139516916	2781129087	65535	65535	255	0	2311
829523092	2507145215	0	65535	255	0	4779
0	3048210432	0	0	255	0	7486
2317352959	2317946715	0	65535	255	4294967295	4888
4294967295	0	0	139	6	4294967295	7131
582680320	4294967295	0	65535	6	4294967295	6601
1183055871	3714530944	65535	0	0	0	5263
3580291584	1581252608	0	0	255	4294967295	5942
1487262720	1677158163	0	65535	0	4294967295	2868
1558183935	1677152699	65535	8080	6	4294967295	1426
4294967295	897944702	0	5729	6	0	2797
1581463680	3628072959	0	65535	6	0	4632
4294967295	301989887	0	80	6	512	6188
2147483648	0	65535	80	17	0	6982
2432556032	0	65535	0	255	4294967295	7344
0	2995525120	0	65535	255	4294967295	7062
3704210943	1473249279	0	65535	0	4294967295	5940
798878848	1749286912	65535	0	0	4294967295	5125
1613143807	1612709888	0	65535	255	4294967295	5979
4000640561	2059403263	65535	0	6	4294967295	3410
2147483647	4173454230	65535	65535	0	0	6472
0	897943040	0	65535	0	0	7261
2992539020	2406648427	0	80	17	0	76
4294967295	847318016	65535	65535	0	0	7324
4294967295	3096139264	65535	65535	0	4294967295	7240
1722810368	3945215394	65535	0	255	0	4161
528867328	2596462591	65535	0	255	0	4069
3293372672	2168455168	65535	0	6	268439552	4445
556401847	244492134	0	0	6	0	1078
782237696	4263326155	65535	8080	6	0	1408
4294967295	3034366294	0	0	88	0	5318
3490595584	1539132416	65535	0	6	0	2522
0	3085347431	0	65535	6	4294967295	5320
2878301696	1411121152	65535	0	255	4294967295	5243
4294967295	1030311741	0	65535	255	0	6543
2453667840	2890007875	0	0	255	4294967295	4890
307012514	677380096	65535	65535	6	0	3417
2233832771	2883059712	65535	65535	6	4294967295	3379
2506457984	2506464073	0	65535	0	4294967295	2404
2113929216	4027901823	0	65535	0	0	6285
3755679553	2192572415	65535	65535	0	0	4805
