349729458	2818084863	0	1025	6	0	143
1558544384	1359919103	0	5730	6	512	121
1558526847	2537553920	0	0	0	4294967295	382
354418687	1560076287	0	65535	0	4294967295	410
2893682457	2818113536	0	65535	6	4294967295	188
645726207	2918741679	65535	80	6	4294967295	105
0	2592079871	0	25	6	0	371
2909906879	2538311025	65535	5729	6	4294967295	12
349700095	2818084503	0	443	6	0	114
0	3629713920	0	65535	255	0	441
349729457	2818084500	65535	0	255	4294967295	147
2893709312	3563658568	65535	65535	0	0	252
354091008	2818082966	65535	5729	6	4294967295	85
349175808	2818084503	0	443	6	0	114
349729280	2818084516	65535	53	6	268439552	23
349730816	1360003071	65535	65535	0	4294967295	361
2588934143	3563656102	0	443	6	512	115
349729457	2818084504	65535	65535	0	4294967295	146
0	3072589824	0	0	0	0	477
3242196992	1060262447	0	65535	255	4294967295	291
645733376	1060372479	0	0	255	0	336
349729457	0	0	139	6	0	178
359727103	771235620	65535	123	6	512	77
4294967295	2147483648	65535	161	17	0	439
3686936206	0	65535	65535	0	4294967295	427
2876952575	465419692	0	135	6	4294967295	60
1558526855	465418239	65535	65535	6	0	152
349730815	2817523711	0	65535	0	4294967295	368
1558526855	465418239	0	0	6	0	152
645726207	2918741678	0	80	6	4294967295	105
359727104	2818082815	65535	65535	0	0	359
645618753	2538311026	0	0	0	4294967295	132
1830889542	2495291391	0	65535	255	4294967295	227
349729458	704315391	0	25	6	4294967295	93
0	3644850175	0	161	6	0	379
2893709312	3563658569	0	0	0	4294967295	252
645758976	3072726087	0	0	6	4294967295	198
349831167	2818082964	0	0	0	4294967295	266
349962239	1359882650	65535	139	17	0	101
2893697791	461373440	0	0	6	4294967295	312
2588903423	2818084502	0	135	6	0	59
3687972863	645452031	65535	65535	6	0	248
352321535	2818084352	65535	0	255	4294967295	401
2893681664	2538311026	65535	65535	6	4294967295	144
645733631	1832712703	65535	0	6	0	199
349730560	2818083839	65535	0	0	4294967295	262
2698051584	355883008	65535	65535	255	4294967295	343
2894069759	465419776	65535	65535	6	0	314
354056546	1560018943	0	0	255	0	245
552748031	552730624	0	0	0	4294967295	335
2147483647	4294967295	0	20	6	0	443
1359216639	2495492342	65535	80	6	0	96
349831168	1359882495	65535	65535	255	0	351
2893682176	2538311026	65535	139	6	0	35
2909906876	465419519	65535	138	6	0	51
2877292543	465419692	65535	65535	255	4294967295	293
2588902251	0	0	0	255	0	417
349729457	704063999	65535	139	17	0	40
2147483647	2818082966	0	80	6	0	176
4294967295	4103777920	65535	65535	6	0	406
1832448270	465419695	65535	0	255	4294967295	145
349729792	703570432	0	520	6	4294967295	50
2893697855	2538311679	0	135	6	268439552	54
2590408447	2816475135	65535	65535	0	4294967295	372
4294967295	2161178623	0	65535	0	0	466
645660672	1832658432	65535	0	6	4294967295	270
0	2590487040	0	65535	255	0	461
349729459	1360003071	65535	65535	6	268439552	179
2893682176	463470591	65535	0	0	0	373
359694336	771235620	65535	123	6	512	77
4294967295	3644126454	0	1025	6	4294967295	329
645726207	1832658432	0	65535	6	0	270
2588902250	2818048000	65535	1025	6	268439552	162
354056546	1560018943	0	0	0	0	245
4294967295	2590487295	0	0	6	512	414
3687908863	2814377984	65535	65535	255	0	362
2877030399	2538311168	0	0	0	4294967295	344
349730486	2818082964	0	0	6	0	109
349730431	465419692	65535	80	6	0	28
645726207	2918741679	65535	80	6	4294967295	105
2893545471	2538311026	0	0	255	0	282
2588902251	2816475136	65535	65535	0	4294967295	308
349729457	2818084608	0	65535	255	0	201
354303981	2818083328	0	0	6	0	148
2698051584	355883008	65535	65535	0	0	343
1832419328	2590487377	65535	138	6	0	89
1558446080	465419695	65535	65535	0	4294967295	278
2877292543	2876974040	65535	65535	255	0	276
2588902249	349767316	65535	0	255	4294967295	129
4294967295	359773183	65535	65535	255	4294967295	454
0	2590487378	65535	135	6	0	197
2697995279	352714752	0	0	0	4294967295	275
349730304	2818310143	65535	65535	255	4294967295	341
2876702719	352531731	0	80	6	0	88
0	0	0	0	255	4294967295	484
645733682	461373440	0	0	0	0	322
4294967295	3619438533	0	80	17	0	196
4294967295	2590487295	65535	65535	0	0	461
359792639	4294967295	65535	139	6	0	339
354156543	2818082966	65535	25	6	4294967295	84
190990079	643825663	0	0	255	4294967295	375
2588902251	191308198	0	443	6	4294967295	20
349730815	703332351	0	0	0	0	354
190975953	190884096	65535	135	6	0	53
349831168	2818084533	0	135	6	4294967295	102
1558544384	1359919103	0	5730	6	512	121
2893742079	3563658568	65535	0	0	0	252
0	4294967295	0	23	6	4294967295	447
349716479	2818084507	0	123	6	0	67
553648127	1964552298	0	80	6	4294967295	117
349700096	2818084507	0	123	6	0	67
2590408581	3563716608	65535	65535	6	4294967295	186
0	2583691264	0	80	6	4294967295	426
645660672	2918741678	65535	80	6	4294967295	105
1558526855	1559992959	65535	65535	255	0	171
1558544384	1359919103	65535	5730	6	512	121
1558526853	2147483647	65535	25	6	0	195
0	0	65535	25	6	0	449
641728511	2538311026	65535	65535	6	0	234
2588901375	191308031	0	65535	255	4294967295	324
349729280	465420287	65535	0	0	0	255
645922815	3072727436	0	65535	0	4294967295	269
0	4294967295	65535	443	17	0	436
2591031295	2538311026	0	80	6	0	112
643825664	3072726271	0	65535	0	0	357
0	4294967295	0	443	17	4294967295	436
190989823	2910257151	65535	65535	6	4294967295	271
645733376	3074424831	0	65535	255	0	390
3686936292	128909311	65535	0	255	0	249
4294967295	4294967295	65535	23	6	4294967295	447
2893697791	463470591	0	0	6	4294967295	312
0	2590487040	65535	0	0	4294967295	461
0	2377313280	0	0	0	4294967295	467
354301268	2909942224	65535	137	6	0	18
349831168	1359882495	0	65535	255	0	351
