1883440517	922120380	53	0	17	0	1383
0	692579044	65535	65535	1	201391872	2886
0	767180363	0	0	1	65280	4777
4294967295	900080505	0	65535	1	201391872	4915
0	45864703	0	65535	1	184614656	3793
2147483647	687079695	65535	65535	255	4294967295	6335
1673591648	4294967295	65535	65535	1	201391872	5386
2423665495	401501421	123	123	17	0	492
4294967295	640642999	65535	0	1	50396928	4649
3037315013	10418370	123	0	17	0	1421
1857355263	946864720	0	123	6	4294967295	2362
1516099327	578990837	0	123	6	4294967295	2027
2961908859	64221363	123	22	17	0	690
1471230726	608145354	123	22	17	0	59
1105372300	753358431	123	65535	17	0	1763
1750776419	1003302218	123	65535	17	4294967295	1926
2745117168	4294967295	65535	65535	1	184614656	4540
0	250035715	0	65535	0	0	7426
2004985247	889753235	123	22	17	4294967295	1172
4294967295	549140435	65535	0	255	4294967295	7736
4294967295	502622800	0	65535	1	184614656	5211
4294967295	149690995	65535	65535	1	65280	3368
0	704834979	0	0	0	4294967295	6567
2663318840	0	65535	0	1	67174144	4429
1691378323	1028818242	123	0	17	4294967295	1782
0	961776391	0	0	1	201391872	5530
2304463871	526213261	65535	22	6	0	2862
2900782921	252657497	53	22	17	0	1123
4294967295	530744785	65535	0	0	0	6067
0	1051641522	65535	0	255	4294967295	7135
1916070851	906769041	53	0	17	0	1929
4294967295	50553144	0	65535	1	67174144	3802
2529755968	346951241	65535	123	6	0	2022
2753563021	4294967295	0	0	1	234946304	3058
0	83200250	65535	65535	1	50396928	5069
1245563135	708699177	0	123	6	4294967295	2167
1946421097	889096499	123	0	17	0	1393
1212843519	733214918	0	22	6	4294967295	2456
4294967295	586357119	0	0	255	0	7011
2147483648	230812483	65535	65535	255	4294967295	6042
2144349821	859290891	53	123	17	4294967295	229
1772608064	997690906	123	0	17	4294967295	1373
2470395209	4294967295	65535	0	1	184614656	4421
2085724764	869611013	123	123	17	4294967295	919
2147483647	545319874	65535	65535	0	4294967295	5784
3192459264	77154401	65535	22	6	0	2537
4294967295	962998513	65535	65535	255	0	7198
2359375360	484898238	0	22	6	0	2324
0	597203242	65535	65535	255	0	6315
2776479801	158337643	123	22	17	4294967295	370
2147483648	27361163	65535	65535	0	0	6413
0	590469426	0	65535	1	201391872	3526
1096157333	750474596	123	123	17	4294967295	91
4294967295	5794854	65535	0	1	201391872	4980
1085298284	0	0	0	255	0	7956
2236783020	447799822	123	0	17	4294967295	1873
0	527709495	0	0	0	0	6862
0	1007412555	65535	0	0	4294967295	7170
1484312383	2147483648	0	0	1	65280	2996
1381005630	643597193	53	65535	17	4294967295	1281
2147483647	569085214	0	0	255	4294967295	6305
0	886216482	65535	65535	1	134283008	4925
4294967295	199572922	0	0	1	234946304	5084
3165418672	74098586	53	22	17	0	327
1310985476	4294967295	0	65535	1	201391872	4336
4294967295	274979833	0	65535	255	0	6505
0	252369199	65535	0	255	4294967295	6846
1073741823	826816906	65535	0	0	0	5729
0	401104031	0	65535	1	67174144	5313
2147483647	745176275	0	65535	255	0	5857
1665565182	1046416053	53	123	17	4294967295	124
2563485907	328146737	123	65535	17	4294967295	1895
0	734494462	0	65535	1	50396928	3582
2803343895	4294967295	65535	65535	1	134283008	4545
2501878016	388866132	65535	123	6	4294967295	2814
1820343988	960012770	123	65535	17	4294967295	1367
4294967295	440251832	0	0	1	234946304	3434
0	1026617875	65535	65535	0	4294967295	6364
1348760055	664933268	123	123	17	0	43
1219462573	729059388	53	0	17	0	1750
2627417426	2147483648	0	0	1	184614656	3087
2346505471	508624296	0	22	6	0	2808
4294967295	422974724	65535	0	1	184614656	5276
2147483647	702815162	65535	65535	1	201391872	3178
4294967295	1042067528	65535	65535	0	0	7788
